,index,Unnamed: 0,Date,Ticker,Open,High,Low,Close,Volume,Dividends,Stock Splits
16,9863,25024322,2020-01-27,AAPL,76.60651945661407,77.02900702258695,75.32669873537651,76.332275390625,161940000.0,0.0,0.0
17,9864,25033088,2020-01-28,AAPL,77.23408330920608,78.66708628952652,77.13278370466945,78.49166870117188,162234000.0,0.0,0.0
18,9865,25036796,2020-01-29,AAPL,80.16185569006146,81.0018920895767,79.40334906397935,80.13467407226562,216229200.0,0.0,0.0
19,9866,25046733,2020-01-30,AAPL,79.1958149565624,80.07291038569853,78.75355757303696,80.0185546875,126743200.0,0.0,0.0
20,9867,25053185,2020-01-31,AAPL,79.29216950330108,79.72454198265038,76.16920877324661,76.47063446044922,199588400.0,0.0,0.0
21,9868,25056676,2020-02-03,AAPL,75.18339861672784,77.4539725390345,74.66949632999334,76.26062774658203,173788400.0,0.0,0.0
22,9869,25066611,2020-02-04,AAPL,77.90363704107834,78.97345430777052,77.48856127228223,78.77826690673828,136616400.0,0.0,0.0
23,9870,25070033,2020-02-05,AAPL,79.9320757865567,80.23844768346545,78.80297172852036,79.42064666748047,118826800.0,0.0,0.0
24,9871,25075935,2020-02-06,AAPL,79.6973713866155,80.35210537596654,79.12664029212668,80.3496322631836,105425600.0,0.0,0.0
25,9872,25083166,2020-02-07,AAPL,79.83698418625353,80.09206994950732,78.75472703965379,79.2574691772461,117684000.0,0.1925,0.0
26,9873,25089438,2020-02-10,AAPL,77.80867724851713,79.63390350341797,77.72695397110826,79.63390350341797,109348800.0,0.0,0.0
27,9874,25094080,2020-02-11,AAPL,80.14159635850432,80.2158902403434,78.93055317942326,79.1534423828125,94323200.0,0.0,0.0
28,9875,25099642,2020-02-12,AAPL,79.61409129753113,81.03811538445214,79.61409129753113,81.03316497802734,113730400.0,0.0,0.0
29,9876,25110116,2020-02-13,AAPL,80.2877112216697,80.79045330052817,80.07968079847362,80.45611572265625,94747600.0,0.0,0.0
30,9877,25116262,2020-02-14,AAPL,80.42392361258429,80.73102263713349,79.95585702411292,80.47593688964844,80113600.0,0.0,0.0
31,9878,25120853,2020-02-18,AAPL,78.10090757544418,79.18812264469351,77.91516530184444,79.00238037109375,152531200.0,0.0,0.0
32,9879,25125830,2020-02-19,AAPL,79.25003064771349,80.38182196179041,79.25003064771349,80.14654541015625,93984000.0,0.0,0.0
33,9880,25132416,2020-02-20,AAPL,79.90137677199598,80.40163992425708,78.80673227867005,79.32433319091797,100566000.0,0.0,0.0
34,9881,25142119,2020-02-21,AAPL,78.90825612144239,79.36147142319675,76.89728799567793,77.52880859375,129554000.0,0.0,0.0
35,9882,25149612,2020-02-24,AAPL,73.61832130296199,75.33209883291819,71.62964132322719,73.84616088867188,222195200.0,0.0,0.0
36,9883,25151784,2020-02-25,AAPL,74.5321847114889,74.92347843559337,70.86191563519316,71.34484100341797,230673600.0,0.0,0.0
37,9884,25157507,2020-02-26,AAPL,70.96097547315124,73.77187662892189,70.95354608477662,72.47663116455078,198054800.0,0.0,0.0
38,9885,25164250,2020-02-27,AAPL,69.61620742066245,70.82972212735376,67.6002809323358,67.73896789550781,320605600.0,0.0,0.0
39,9886,25174985,2020-02-28,AAPL,63.71207935997359,68.9500100077389,63.491661565678825,67.6993408203125,426510000.0,0.0,0.0
40,9887,25181971,2020-03-02,AAPL,69.90843788521404,74.65353470994623,68.77912547391946,74.002197265625,341397200.0,0.0,0.0
41,9888,25184310,2020-03-03,AAPL,75.20580163720811,75.28752490127566,70.78017663732702,71.65193176269531,319475600.0,0.0,0.0
42,9889,25191254,2020-03-04,AAPL,73.41524718271741,75.1389332198782,72.59550528912334,74.97547912597656,219178400.0,0.0,0.0
43,9890,25197538,2020-03-05,AAPL,73.18739558698897,74.1854502900224,72.1695317031093,72.54349517822266,187572800.0,0.0,0.0
44,9891,25206983,2020-03-06,AAPL,69.83909983544392,72.02343094205902,69.6484071418339,71.58012390136719,226176800.0,0.0,0.0
45,9892,25213097,2020-03-09,AAPL,65.31936185422167,68.8707529813606,65.13361959302483,65.91869354248047,286744800.0,0.0,0.0
46,9893,25216920,2020-03-10,AAPL,68.63548970476198,70.93869091238419,66.71119488136948,70.66626739501953,285290000.0,0.0,0.0
47,9894,25222799,2020-03-11,AAPL,68.69740227037086,69.6459228167161,67.32785532522995,68.21199035644531,255598800.0,0.0,0.0
48,9895,25228543,2020-03-12,AAPL,63.38517076536436,66.86721865827276,61.41877861945054,61.47573852539063,418474000.0,0.0,0.0
49,9896,25240570,2020-03-13,AAPL,65.60169229600463,69.32396682733179,62.64467117832815,68.84103393554688,370732000.0,0.0,0.0
50,9897,25241703,2020-03-16,AAPL,59.92045114037923,64.1628017055709,59.43752202967529,59.98484420776367,322423600.0,0.0,0.0
51,9898,25248923,2020-03-17,AAPL,61.29742390343917,63.79875085576538,59.04127432739494,62.62238693237305,324056000.0,0.0,0.0
52,9899,25255674,2020-03-18,AAPL,59.38056625034635,61.91408974459297,58.724274631691976,61.089393615722656,300233600.0,0.0,0.0
53,9900,25265987,2020-03-19,AAPL,61.26770201798062,62.61742831996377,60.0839050109116,60.62131881713867,271857200.0,0.0,0.0
54,9901,25270972,2020-03-20,AAPL,61.21569909794369,62.36730347405221,56.46565178371206,56.77274703979492,401693200.0,0.0,0.0
55,9902,25276725,2020-03-23,AAPL,56.48546480705789,56.58948002803531,52.654220495842736,55.56665802001953,336752800.0,0.0,0.0
56,9903,25285375,2020-03-24,AAPL,58.53606089223717,61.34200807187485,58.025889364836935,61.14140701293945,287531200.0,0.0,0.0
57,9904,25286777,2020-03-25,AAPL,62.09982997469484,63.95725260604165,60.5024472675238,60.80458831787109,303602000.0,0.0,0.0
58,9905,25298229,2020-03-26,AAPL,61.05224723519808,64.0637457160927,61.01262131045226,64.00431060791016,252087200.0,0.0,0.0
59,9906,25305094,2020-03-27,AAPL,62.59514232636106,63.367828927421016,61.18350189021846,61.35438537597656,204216800.0,0.0,0.0
60,9907,25305665,2020-03-30,AAPL,62.09735299337864,63.28115001420949,61.76549062075655,63.10531234741211,167976400.0,0.0,0.0
61,9908,25316380,2020-03-31,AAPL,63.3009649773076,65.00731330965114,62.40940060001864,62.97653198242188,197002000.0,0.0,0.0
62,9909,25319046,2020-04-01,AAPL,61.047293362202005,61.59709078932051,59.22206717965864,59.66289520263672,176218400.0,0.0,0.0
63,9910,25327384,2020-04-02,AAPL,59.52172837373357,60.7129548550656,58.66978989473609,60.658470153808594,165934000.0,0.0,0.0
64,9911,25334510,2020-04-03,AAPL,60.13096628739622,60.8491682356309,59.18244195424487,59.78672409057617,129880000.0,0.0,0.0
65,9912,25342883,2020-04-06,AAPL,62.13697192009928,65.16085360461562,61.7605370179113,65.00235748291016,201820400.0,0.0,0.0
66,9913,25349531,2020-04-07,AAPL,67.06534048576914,67.28823726012482,64.14299840771712,64.2494888305664,202887200.0,0.0,0.0
67,9914,25356702,2020-04-08,AAPL,65.06922862902968,66.21587876783994,64.69527267040836,65.89392852783203,168895200.0,0.0,0.0
68,9915,25360107,2020-04-09,AAPL,66.54525671340807,66.88454466512991,65.55463142587165,66.36941528320312,161834800.0,0.0,0.0
69,9916,25366807,2020-04-13,AAPL,66.44867330385169,67.78354463080917,65.83448284758853,67.6720962524414,131022800.0,0.0,0.0
70,9917,25375302,2020-04-14,AAPL,69.34377051205533,71.38693517892838,68.86083765855503,71.0897445678711,194994800.0,0.0,0.0
71,9918,25378659,2020-04-15,AAPL,69.93815298336034,70.91144064243524,69.49980395682876,70.4408950805664,131154400.0,0.0,0.0
72,9919,25386536,2020-04-16,AAPL,71.17148621584552,71.37456624570467,69.92577502263836,71.00060272216797,157125200.0,0.0,0.0
73,9920,25395946,2020-04-17,AAPL,70.50529033872326,71.0649961356507,68.56613679085598,70.03721618652344,215250000.0,0.0,0.0
74,9921,25399958,2020-04-20,AAPL,68.83608752702251,69.75984090261048,68.56366402244839,68.5834732055664,130015200.0,0.0,0.0
75,9922,25403333,2020-04-21,AAPL,68.42250192649063,68.66272890884731,65.73542878764471,66.46353912353516,180991600.0,0.0,0.0
76,9923,25414619,2020-04-22,AAPL,67.76125258640586,68.8237004800263,67.41206377202882,68.37792205810547,116862400.0,0.0,0.0
77,9924,25416817,2020-04-23,AAPL,68.32095308644226,69.77717357021046,68.07329674724008,68.11292266845703,124814400.0,0.0,0.0
78,9925,25427816,2020-04-24,AAPL,68.65034081737393,70.08922355540092,68.60080652597543,70.07931518554688,126161200.0,0.0,0.0
79,9926,25434344,2020-04-27,AAPL,69.78955729182333,70.46814083878112,69.33139908481122,70.12885284423828,117087600.0,0.0,0.0
80,9927,25435393,2020-04-28,AAPL,70.60188548792226,70.78762779397684,68.89801574899555,68.99211883544922,112004800.0,0.0,0.0
81,9928,25443641,2020-04-29,AAPL,70.51519441105455,71.7386173700189,70.3071639864929,71.25816345214844,137280800.0,0.0,0.0
82,9929,25453966,2020-04-30,AAPL,71.81043693495454,72.94222832831623,71.41171381810518,72.76143646240234,183064000.0,0.0,0.0
83,9930,25454484,2020-05-01,AAPL,70.89164165104032,74.04926062414343,70.79258060659605,71.59003448486328,240616800.0,0.0,0.0
84,9931,25461289,2020-05-04,AAPL,71.61478938231592,72.73419335296789,70.908967279871,72.60293579101562,133568000.0,0.0,0.0
85,9932,25468134,2020-05-05,AAPL,73.07348604408351,74.54456544859589,72.92489071433907,73.692626953125,147751200.0,0.0,0.0
86,9933,25479670,2020-05-06,AAPL,74.41082173251694,75.09930605477587,74.01704905921969,74.45292663574219,142333600.0,0.0,0.0
87,9934,25480416,2020-05-07,AAPL,75.09435832142319,75.5772912243202,74.78478788568712,75.22313690185547,115215200.0,0.0,0.0
88,9935,25488302,2020-05-08,AAPL,75.89859558000603,77.0682125133302,75.56335293385209,77.01358032226562,133838400.0,0.205,0.0
89,9936,25499161,2020-05-11,AAPL,76.50947174201609,78.73199156543573,76.29590680032767,78.22541046142578,145946400.0,0.0,0.0
90,9937,25503862,2020-05-12,AAPL,78.92568969021812,79.38758139807715,77.20727277896667,77.33143615722656,162301200.0,0.0,0.0
91,9938,25509097,2020-05-13,AAPL,77.51519067117901,78.45883683377895,75.29514900083953,76.39772033691406,200622400.0,0.0,0.0
92,9939,25515319,2020-05-14,AAPL,75.61798216223856,76.9291471180862,74.87796570832667,76.8670654296875,158929200.0,0.0,0.0
93,9940,25524160,2020-05-15,AAPL,74.58493933973135,76.45980323222686,74.55016995784965,76.4126205444336,166348400.0,0.0,0.0
94,9941,25526173,2020-05-18,AAPL,77.76849797417177,78.59542278464382,77.06076516328827,78.21299743652344,135178400.0,0.0,0.0
95,9942,25538464,2020-05-19,AAPL,78.23037333617697,79.09703124187706,77.72875604484962,77.76103973388672,101729600.0,0.0,0.0
96,9943,25541501,2020-05-20,AAPL,78.64011579762315,79.34536287998367,78.60038260699747,79.27335357666016,111504800.0,0.0,0.0
97,9944,25546972,2020-05-21,AAPL,79.13179805327803,79.68556939890891,78.43896434271993,78.68232727050781,102688800.0,0.0,0.0
98,9945,25556417,2020-05-22,AAPL,78.41414081470478,79.27335688851,78.3098478159951,79.18892669677734,81803200.0,0.0,0.0
99,9946,25560651,2020-05-26,AAPL,80.3337116515325,80.51747103982687,78.59542422785172,78.65254211425781,125522000.0,0.0,0.0
100,9947,25565289,2020-05-27,AAPL,78.50602754455538,79.14422157448658,77.74862636025587,78.99522399902344,112945200.0,0.0,0.0
101,9948,25573292,2020-05-28,AAPL,78.66245722401234,80.31879988316525,78.37936868646182,79.02998352050781,133560800.0,0.0,0.0
102,9949,25583387,2020-05-29,AAPL,79.27832566874424,79.7501450419443,78.58797751343083,78.95301818847656,153532400.0,0.0,0.0
103,9950,25586368,2020-06-01,AAPL,78.90582427042983,80.04812882824858,78.77172570441839,79.92396545410156,80791200.0,0.0,0.0
104,9951,25592132,2020-06-02,AAPL,79.65080284548529,80.31880239065855,79.19884635426568,80.2939682006836,87642800.0,0.0,0.0
105,9952,25600147,2020-06-03,AAPL,80.62176424760531,81.00418956777874,80.03570917190684,80.73599243164062,104491200.0,0.0,0.0
106,9953,25609754,2020-06-04,AAPL,80.55471812327943,80.86015517584923,79.65825461445549,80.04067993164062,87560400.0,0.0,0.0
107,9954,25612929,2020-06-05,AAPL,80.29646601281404,82.38240945393144,80.2666680116788,82.32032775878906,137250400.0,0.0,0.0
108,9955,25616952,2020-06-08,AAPL,82.00991059427461,82.84180673671094,81.28231502309309,82.80703735351562,95654400.0,0.0,0.0
109,9956,25627868,2020-06-09,AAPL,82.47925469758347,85.82420891988033,82.44697100586156,85.42192077636719,147712400.0,0.0,0.0
110,9957,25635220,2020-06-10,AAPL,86.3928788389756,88.09888247851615,85.94340800677732,87.61961364746094,166651600.0,0.0,0.0
111,9958,25639515,2020-06-11,AAPL,86.74302689562296,87.17759876052321,83.3086708634773,83.4129638671875,201662400.0,0.0,0.0
112,9959,25647669,2020-06-12,AAPL,85.60319239327934,86.36803540262235,82.99576167575053,84.13309478759766,200146000.0,0.0,0.0
113,9960,25653582,2020-06-15,AAPL,82.75488402270076,85.84158350443309,82.58850177662181,85.173583984375,138808800.0,0.0,0.0
114,9961,25659830,2020-06-16,AAPL,87.27692393101162,87.70901766144696,85.60320393646569,87.4308853149414,165428800.0,0.0,0.0
115,9962,25666176,2020-06-17,AAPL,88.19324675545421,88.25532844507207,87.1850407223268,87.3092041015625,114406400.0,0.0,0.0
116,9963,25669900,2020-06-18,AAPL,87.26451249541581,87.77110123592948,86.72067625449638,87.34397888183594,96820400.0,0.0,0.0
117,9964,25681431,2020-06-19,AAPL,88.06660434748258,88.54338747493162,85.70997828079308,86.84483337402344,264476000.0,0.0,0.0
118,9965,25683117,2020-06-22,AAPL,87.24712699630533,89.26353916851163,87.19994430345007,89.11702728271484,135445200.0,0.0,0.0
119,9966,25692277,2020-06-23,AAPL,90.39093681296836,92.47191618619549,89.96132880815813,91.01920318603516,212155600.0,0.0,0.0
120,9967,25695404,2020-06-24,AAPL,90.63927147693856,91.58043206160458,89.03011127155956,89.41253662109375,192623200.0,0.0,0.0
121,9968,25705475,2020-06-25,AAPL,89.5714642481862,90.63926627155978,88.79420028652997,90.59953308105467,137522400.0,0.0,0.0
122,9969,25712483,2020-06-26,AAPL,90.49275028378202,90.7187285317034,87.6643050134777,87.81578826904297,205256800.0,0.0,0.0
123,9970,25719747,2020-06-29,AAPL,87.72142610061049,89.9365040870718,87.23222209070244,89.83965301513672,130646000.0,0.0,0.0
124,9971,25724075,2020-06-30,AAPL,89.41749699137294,90.88263094762402,89.39763418490875,90.589599609375,140223200.0,0.0,0.0
125,9972,25729374,2020-07-01,AAPL,90.66906348496993,91.2253129905635,90.3685902336446,90.41825103759766,110737200.0,0.0,0.0
126,9973,25735686,2020-07-02,AAPL,91.34699825366044,91.9976131385953,90.30154473805896,90.41825103759766,114041600.0,0.0,0.0
127,9974,25741953,2020-07-06,AAPL,91.8809003064982,93.316228662207,91.84861661547912,92.8369598388672,118655600.0,0.0,0.0
128,9975,25753013,2020-07-07,AAPL,93.22433816560662,94.02146484309988,92.43466098684394,92.54888916015624,112424400.0,0.0,0.0
129,9976,25757206,2020-07-08,AAPL,93.54965075414717,94.73665228037218,93.46024918609946,94.7043685913086,117092000.0,0.0,0.0
130,9977,25763941,2020-07-09,AAPL,95.6182220969732,95.67285429084336,94.03886743872512,95.11164093017578,125642800.0,0.0,0.0
131,9978,25768448,2020-07-10,AAPL,94.696931393085,95.3376187159365,94.07115064878676,95.27801513671876,90257200.0,0.0,0.0
132,9979,25779203,2020-07-13,AAPL,96.61400521437557,99.28600348231949,94.6199417053982,94.83847045898438,191649200.0,0.0,0.0
133,9980,25781067,2020-07-14,AAPL,94.20523328650788,96.60407062749468,93.24918135107644,96.40789794921876,170989200.0,0.0,0.0
134,9981,25791447,2020-07-15,AAPL,98.32746329987064,98.58323956352308,95.84419566117474,97.07093048095705,153198000.0,0.0,0.0
135,9982,25798474,2020-07-16,AAPL,95.91620566191229,96.7530655835687,95.26310510726717,95.87647247314452,110577600.0,0.0,0.0
136,9983,25800443,2020-07-17,AAPL,96.33836364846525,96.49728882435896,95.1985372212337,95.68277740478516,92186800.0,0.0,0.0
137,9984,25809614,2020-07-20,AAPL,95.77217786882868,97.84073629408324,95.41955056091749,97.69918823242188,90318000.0,0.0,0.0
138,9985,25819315,2020-07-21,AAPL,98.50874448426732,98.58572517473674,96.09500803831682,96.3507843017578,103433200.0,0.0,0.0
139,9986,25821480,2020-07-22,AAPL,96.0453324641713,97.31924987893515,95.95593847354336,96.62145233154295,89001600.0,0.0,0.0
140,9987,25830103,2020-07-23,AAPL,96.34829060013344,96.42775697669995,91.39417662383822,92.2235870361328,197004400.0,0.0,0.0
141,9988,25837762,2020-07-24,AAPL,90.3785228428806,92.34775213304005,88.54834834681442,91.99512481689452,185438800.0,0.0,0.0
142,9989,25846182,2020-07-27,AAPL,93.08279415931236,94.26979567142948,92.85433780275278,94.17543029785156,121214000.0,0.0,0.0
143,9990,25850763,2020-07-28,AAPL,93.73589975945222,93.91718101734412,92.62339317779632,92.62836456298828,103625600.0,0.0,0.0
144,9991,25858361,2020-07-29,AAPL,93.12252565468177,94.59262326081576,93.085278160086,94.40389251708984,90329200.0,0.0,0.0
145,9992,25865586,2020-07-30,AAPL,93.55710390284884,95.65298229794092,93.13991677790102,95.54620361328124,158130000.0,0.0,0.0
146,9993,25867248,2020-07-31,AAPL,102.19639407068868,105.70276661117228,100.1501764723204,105.5488052368164,374336800.0,0.0,0.0
147,9994,25873923,2020-08-03,AAPL,107.4758222844394,110.89031534842243,107.17038520957529,108.20838928222656,308151200.0,0.0,0.0
148,9995,25881363,2020-08-04,AAPL,108.40207781514565,110.0484854096551,107.66206135869758,108.93101501464844,173071600.0,0.0,0.0
149,9996,25891145,2020-08-05,AAPL,108.6454385720333,109.65364456848832,108.1686478786452,109.32585144042967,121776800.0,0.0,0.0
150,9997,25898326,2020-08-06,AAPL,109.66606301511187,113.64674069207273,109.06263080448976,113.14015197753906,202428800.0,0.0,0.0
151,9998,25902926,2020-08-07,AAPL,112.6500743608049,113.11777164984244,109.75185286547632,110.56783294677734,198045600.0,0.205,0.0
152,9999,25909624,2020-08-10,AAPL,112.04803407368804,113.21727726875172,109.46078077379735,112.17491149902344,212403600.0,0.0,0.0
153,10000,25915343,2020-08-11,AAPL,111.42111702666112,111.931101681688,108.572646150159,108.83883666992188,187902400.0,0.0,0.0
154,10001,25921408,2020-08-12,AAPL,109.95583595499598,112.71972452567796,109.75681939698973,112.45602416992188,165598000.0,0.0,0.0
155,10002,25926689,2020-08-13,AAPL,113.86905415860691,115.47365257547176,113.36901502933382,114.44621276855467,210082000.0,0.0,0.0
156,10003,25933601,2020-08-14,AAPL,114.26710353591808,114.43626837143178,112.49084998703862,114.34422302246094,165565200.0,0.0,0.0
157,10004,25943284,2020-08-17,AAPL,115.49355413260456,115.51843309938964,113.40384998656867,114.04568481445312,119561600.0,0.0,0.0
158,10005,25949886,2020-08-18,AAPL,113.79194218699963,115.43136519106612,113.4486321706346,114.99600982666016,105633600.0,0.0,0.0
159,10006,25954490,2020-08-19,AAPL,115.41395040073014,116.58816632851632,115.04327883018588,115.14029693603516,145538000.0,0.0,0.0
160,10007,25963711,2020-08-20,AAPL,115.18258943807986,117.81213763242756,115.16517340161518,117.6952133178711,126907200.0,0.0,0.0
161,10008,25971752,2020-08-21,AAPL,118.67786915459016,124.2553966424968,118.66543346670612,123.76033782958984,338054800.0,0.0,0.0
162,10009,25976464,2020-08-24,AAPL,128.06661411013894,128.153694291944,123.32995329161028,125.24053955078124,345937600.0,0.0,0.0
163,10010,25984632,2020-08-25,AAPL,124.08623441618089,124.56636737691748,122.44929396211144,124.21310424804688,211495600.0,0.0,0.0
164,10011,25988052,2020-08-26,AAPL,125.56146287289822,126.3699799781248,124.46933920044992,125.90228271484376,163022400.0,0.0,0.0
165,10012,25996167,2020-08-27,AAPL,126.51924769266378,126.86006753864947,123.22546819161572,124.39720153808594,155552400.0,0.0,0.0
166,10013,26001100,2020-08-28,AAPL,125.39478126665414,125.82267370207074,123.96681809366856,124.19569396972656,187630000.0,0.0,0.0
167,10014,26008336,2020-08-31,AAPL,126.95460559787256,130.35783896087926,125.38234892420448,128.40744018554688,225702700.0,0.0,4.0
168,10015,26013905,2020-09-01,AAPL,132.10920992401208,134.1392184224983,129.89014555305098,133.52224731445312,151948100.0,0.0,0.0
169,10016,26025422,2020-09-02,AAPL,136.91553384845375,137.30362147150416,126.37744938993872,130.75587463378906,200119000.0,0.0,0.0
170,10017,26031819,2020-09-03,AAPL,126.28788445354743,128.2084162083505,119.90930295115815,120.28743743896484,257599600.0,0.0,0.0
171,10018,26035779,2020-09-04,AAPL,119.4814135803172,123.09361649722736,110.3464138641689,120.36705017089844,332607200.0,0.0,0.0
172,10019,26039746,2020-09-08,AAPL,113.391410486057,118.40670515887956,112.12763940640296,112.26695251464844,231366600.0,0.0,0.0
173,10020,26050110,2020-09-09,AAPL,116.68518485957765,118.55596622623425,114.6949890087535,116.74488830566406,176940500.0,0.0,0.0
174,10021,26056610,2020-09-10,AAPL,119.76999604612575,119.90930915895082,111.94852514839808,112.93367004394533,182274400.0,0.0,0.0
175,10022,26063871,2020-09-11,AAPL,114.0083750099428,114.6651433194316,109.46077755519322,111.4509735107422,180860300.0,0.0,0.0
176,10023,26066065,2020-09-14,AAPL,114.15764016579384,115.3617077966896,112.24705388827309,114.79450225830078,140150100.0,0.0,0.0
177,10024,26072176,2020-09-15,AAPL,117.7499495467939,118.24749855264496,113.05308571684051,114.97362518310548,184642000.0,0.0,0.0
178,10025,26079133,2020-09-16,AAPL,114.66513959964392,115.43136167719584,111.49077472408268,111.58032989501952,154679000.0,0.0,0.0
179,10026,26090759,2020-09-17,AAPL,109.1821545073348,111.64999331237676,108.17710339483224,109.79911041259766,178011000.0,0.0,0.0
180,10027,26093111,2020-09-18,AAPL,109.85881515464963,110.33645791894232,105.56993782930113,106.3162612915039,287104900.0,0.0,0.0
181,10028,26103509,2020-09-21,AAPL,104.02753892043556,109.64984376534194,102.59459546618824,109.5403823852539,195713800.0,0.0,0.0
182,10029,26110470,2020-09-22,AAPL,112.1276321357444,112.3067500621591,108.62489085385006,111.26189422607422,183055400.0,0.0,0.0
183,10030,26117761,2020-09-23,AAPL,111.07284310349722,111.5604390048079,106.24661165992838,106.59490203857422,150718700.0,0.0,0.0
184,10031,26119684,2020-09-24,AAPL,104.65445460083916,109.70955425146632,104.48528976330124,107.68950653076172,167743300.0,0.0,0.0
185,10032,26131496,2020-09-25,AAPL,107.89846596026028,111.88881067831689,107.14218942798146,111.7295913696289,149981400.0,0.0,0.0
186,10033,26135383,2020-09-28,AAPL,114.4462117892999,114.75468970935908,112.22714012824414,114.39645385742188,137672400.0,0.0,0.0
187,10034,26141666,2020-09-29,AAPL,113.9884753182017,114.74474430795716,113.01327596868175,113.53072357177734,99382200.0,0.0,0.0
188,10035,26147447,2020-09-30,AAPL,113.23219973803234,116.68519093367838,113.06303490398504,115.24229431152344,142675200.0,0.0,0.0
189,10036,26158116,2020-10-01,AAPL,117.06332289379496,117.1429325523247,115.26219802353006,116.21749114990234,116120400.0,0.0,0.0
190,10037,26161394,2020-10-02,AAPL,112.33661289318586,114.80445927982689,111.66989905359968,112.46597290039062,144712000.0,0.0,0.0
191,10038,26169134,2020-10-05,AAPL,113.35160929706076,116.07817551024486,112.99337343348974,115.9289093017578,106243800.0,0.0,0.0
192,10039,26177581,2020-10-06,AAPL,115.13282771119827,115.55077461261088,111.69974288213112,112.60528564453124,161498200.0,0.0,0.0
193,10040,26180674,2020-10-07,AAPL,114.05813261261912,114.98357403292724,113.5705291386968,114.51587677001952,96849000.0,0.0,0.0
194,10041,26189203,2020-10-08,AAPL,115.68013435285984,115.82940056074636,114.02826814504006,114.40641021728516,83477200.0,0.0,0.0
195,10042,26199408,2020-10-09,AAPL,114.71488850899462,116.42645816858528,114.3566526457317,116.3966064453125,100506900.0,0.0,0.0
196,10043,26201481,2020-10-12,AAPL,119.47146241981324,124.56636686897488,118.69528720122898,123.79019165039062,240226800.0,0.0,0.0
197,10044,26212123,2020-10-13,AAPL,124.6559117449272,124.77532622714916,119.06346635410328,120.50635528564452,262330500.0,0.0,0.0
198,10045,26215556,2020-10-14,AAPL,120.40685333532772,122.42690098234998,119.0336208816463,120.5959243774414,150712000.0,0.0,0.0
199,10046,26224018,2020-10-15,AAPL,118.13802810828768,120.6058667366228,117.57082258877564,120.11827087402344,112559200.0,0.0,0.0
200,10047,26228626,2020-10-16,AAPL,120.68547743428952,120.95415813068814,118.22758429787632,118.43655395507812,115393800.0,0.0,0.0
201,10048,26239873,2020-10-19,AAPL,119.3719463731219,119.8296905083539,115.09302984360802,115.41146087646484,120639300.0,0.0,0.0
202,10049,26240385,2020-10-20,AAPL,115.63038405352124,118.3967628586035,115.06317849970122,116.93396759033205,124423700.0,0.0,0.0
203,10050,26247875,2020-10-21,AAPL,116.09807973025192,118.12808052443827,115.87915695950706,116.29710388183594,89946000.0,0.0,0.0
204,10051,26257246,2020-10-22,AAPL,116.8742501328118,117.46136186583486,114.02826941421267,115.18258666992188,101988000.0,0.0,0.0
205,10052,26266700,2020-10-23,AAPL,115.81945499316572,115.97867431647182,113.71979761703638,114.47607421875,82572600.0,0.0,0.0
206,10053,26267490,2020-10-26,AAPL,113.45112016326485,115.97866988419165,112.32665461337515,114.48602294921876,111850700.0,0.0,0.0
