,Date,Ticker,Open,High,Low,Close,Volume,Dividends,Stock Splits
518121,1981-01-07,AAPL,0.1086507246119792,0.1086507246119792,0.1082126423716545,0.1082126423716545,55686400.0,0.0,0.0
518871,1981-01-08,AAPL,0.1064603241702798,0.1064603241702798,0.1060222536325454,0.1060222536325454,39827200.0,0.0,0.0
519246,1981-01-09,AAPL,0.1117172837257385,0.1121553659928418,0.1117172837257385,0.1117172837257385,21504000.0,0.0,0.0
520038,1981-01-12,AAPL,0.1117173080786536,0.1117173080786536,0.110841155052185,0.110841155052185,23699200.0,0.0,0.0
520495,1981-01-13,AAPL,0.1073365018493629,0.1073365018493629,0.1068984195590019,0.1068984195590019,23049600.0,0.0,0.0
520877,1981-01-14,AAPL,0.1073365285992622,0.1077746109988,0.1073365285992622,0.1073365285992622,14291200.0,0.0,0.0
521150,1981-01-15,AAPL,0.1095269098877906,0.1104030628360622,0.1095269098877906,0.1095269098877906,14067200.0,0.0,0.0
521870,1981-01-16,AAPL,0.1090888487215405,0.1090888487215405,0.108650766313076,0.108650766313076,13395200.0,0.0,0.0
522301,1981-01-19,AAPL,0.1152219325304031,0.1156600148509837,0.1152219325304031,0.1152219325304031,41574400.0,0.0,0.0
522850,1981-01-20,AAPL,0.1121553659928418,0.1121553659928418,0.1117172837257385,0.1117172837257385,30083200.0,0.0,0.0
523367,1981-01-21,AAPL,0.1139076873660087,0.1147838402322813,0.1139076873660087,0.1139076873660087,15904000.0,0.0,0.0
523727,1981-01-22,AAPL,0.1152219325304031,0.1160980971715644,0.1152219325304031,0.1152219325304031,35548800.0,0.0,0.0
524440,1981-01-23,AAPL,0.115221935624811,0.1156600179571568,0.1147838532924652,0.1147838532924652,11222400.0,0.0,0.0
524730,1981-01-26,AAPL,0.1134696186756905,0.1134696186756905,0.1130315363407135,0.1130315363407135,24640000.0,0.0,0.0
525173,1981-01-27,AAPL,0.1130315157754914,0.1130315157754914,0.1121553629636764,0.1121553629636764,23699200.0,0.0,0.0
525761,1981-01-28,AAPL,0.1090888487215405,0.1090888487215405,0.108650766313076,0.108650766313076,28156800.0,0.0,0.0
526364,1981-01-29,AAPL,0.1051461206380873,0.1051461206380873,0.1047080382704735,0.1047080382704734,43904000.0,0.0,0.0
526782,1981-01-30,AAPL,0.0998883756312946,0.0998883756312946,0.0990122109651565,0.0990122109651565,46188800.0,0.0,0.0
527322,1981-02-02,AAPL,0.0937552872671092,0.0937552872671092,0.0933172106742858,0.0933172106742858,23766400.0,0.0,0.0
527714,1981-02-03,AAPL,0.0968218147754669,0.0972598912233283,0.0968218147754669,0.0968218147754669,19152000.0,0.0,0.0
528205,1981-02-04,AAPL,0.1003264635801315,0.1007645342389918,0.1003264635801315,0.1003264635801315,27865600.0,0.0,0.0
528644,1981-02-05,AAPL,0.1003264635801315,0.1012026165965824,0.1003264635801315,0.1003264635801315,7929600.0,0.0,0.0
529303,1981-02-06,AAPL,0.1007644981145858,0.1012025803151226,0.1007644981145858,0.1007644981145858,13865600.0,0.0,0.0
529756,1981-02-09,AAPL,0.096383720799415,0.096383720799415,0.0955075621604919,0.0955075621604919,16755200.0,0.0,0.0
530412,1981-02-10,AAPL,0.0955075621604919,0.0959456444046353,0.0955075621604919,0.0955075621604919,18345600.0,0.0,0.0
530577,1981-02-11,AAPL,0.092879098850328,0.092879098850328,0.0924410223960876,0.0924410223960876,13843200.0,0.0,0.0
531410,1981-02-12,AAPL,0.0920029253054167,0.0920029253054167,0.0915640592575073,0.0915640592575073,14560000.0,0.0,0.0
531773,1981-02-13,AAPL,0.0902498367068731,0.0902498367068731,0.0893736779689788,0.0893736779689788,11155200.0,0.0,0.0
531953,1981-02-17,AAPL,0.0915640592575073,0.0920029253054167,0.0915640592575073,0.0915640592575073,12275200.0,0.0,0.0
532729,1981-02-18,AAPL,0.0955075621604919,0.096383720799415,0.0955075621604919,0.0955075621604919,19241600.0,0.0,0.0
533264,1981-02-19,AAPL,0.0902498544880189,0.0902498544880189,0.089811772108078,0.089811772108078,22310400.0,0.0,0.0
533734,1981-02-20,AAPL,0.0854309903569318,0.0854309903569318,0.0849929079413414,0.0849929079413414,24371200.0,0.0,0.0
534046,1981-02-23,AAPL,0.0863071233034133,0.0867452056165428,0.0863071233034133,0.0863071233034133,14112000.0,0.0,0.0
534723,1981-02-24,AAPL,0.0841167424530527,0.0841167424530527,0.0832405835390091,0.0832405835390091,16979200.0,0.0,0.0
535308,1981-02-25,AAPL,0.0884975269436836,0.0889356034261271,0.0884975269436836,0.0884975269436836,19488000.0,0.0,0.0
535716,1981-02-26,AAPL,0.089811772108078,0.0902498544880189,0.089811772108078,0.089811772108078,10841600.0,0.0,0.0
536021,1981-02-27,AAPL,0.0928791016340255,0.0937552604181304,0.0928791016340255,0.0928791016340255,14761600.0,0.0,0.0
536671,1981-03-02,AAPL,0.0933172106742858,0.0937552872671092,0.0933172106742858,0.0933172106742858,11760000.0,0.0,0.0
537096,1981-03-03,AAPL,0.0924409955321226,0.0924409955321226,0.0920029133558273,0.0920029133558273,16172800.0,0.0,0.0
537604,1981-03-04,AAPL,0.0915640713624763,0.0915640713624763,0.0911259949207305,0.0911259949207305,13708800.0,0.0,0.0
538003,1981-03-05,AAPL,0.0911260503946541,0.0911260503946541,0.0906879678368568,0.0906879678368568,5376000.0,0.0,0.0
538818,1981-03-06,AAPL,0.0906879310185942,0.0906879310185942,0.089811772108078,0.089811772108078,11603200.0,0.0,0.0
538896,1981-03-09,AAPL,0.0832405808190959,0.0832405808190959,0.0828025043010711,0.0828025043010711,15321600.0,0.0,0.0
539611,1981-03-10,AAPL,0.0792970554336519,0.0792970554336519,0.0788589790463447,0.0788589790463447,28380800.0,0.0,0.0
540113,1981-03-11,AAPL,0.0766686131913952,0.0766686131913952,0.0757924541831016,0.0757924541831016,29859200.0,0.0,0.0
540486,1981-03-12,AAPL,0.0788589790463447,0.0792970554336519,0.0788589790463447,0.0788589790463447,59248000.0,0.0,0.0
540907,1981-03-13,AAPL,0.0784208819737381,0.0784208819737381,0.0779828056693077,0.0779828056693077,231302400.0,0.0,0.0
541754,1981-03-16,AAPL,0.0810501649975776,0.0819263236502227,0.0810501649975776,0.0810501649975776,37228800.0,0.0,0.0
542300,1981-03-17,AAPL,0.0849929079413414,0.0858690669231563,0.0849929079413414,0.0849929079413414,43747200.0,0.0,0.0
542542,1981-03-18,AAPL,0.0902498289942741,0.0911259876572933,0.0902498289942741,0.0902498289942741,36937600.0,0.0,0.0
542994,1981-03-19,AAPL,0.0898117544132438,0.0898117544132438,0.0893736779689788,0.0893736779689788,37811200.0,0.0,0.0
543552,1981-03-20,AAPL,0.0902498289942741,0.0911259876572933,0.0902498289942741,0.0902498289942741,14604800.0,0.0,0.0
544258,1981-03-23,AAPL,0.0937552452087402,0.0946314038507107,0.0937552452087402,0.0937552452087402,22019200.0,0.0,0.0
544725,1981-03-24,AAPL,0.0937552872671092,0.0937552872671092,0.0933172106742858,0.0933172106742858,28156800.0,0.0,0.0
545262,1981-03-25,AAPL,0.0924410075386113,0.0924410075386113,0.0915640592575073,0.0915640592575073,7056000.0,0.0,0.0
545444,1981-03-26,AAPL,0.0902498544880189,0.0902498544880189,0.089811772108078,0.089811772108078,12275200.0,0.0,0.0
546128,1981-03-27,AAPL,0.0871832864777931,0.0871832864777931,0.0867452099919319,0.0867452099919319,12252800.0,0.0,0.0
546352,1981-03-30,AAPL,0.0867452099919319,0.0876213688130193,0.0867452099919319,0.0867452099919319,9900800.0,0.0,0.0
547320,1981-03-31,AAPL,0.0867451952874616,0.0867451952874616,0.0858690366148948,0.0858690366148948,15993600.0,0.0,0.0
547717,1981-04-01,AAPL,0.0854309903569318,0.0854309903569318,0.0849929079413414,0.0849929079413414,34070400.0,0.0,0.0
547886,1981-04-02,AAPL,0.0924410223960876,0.092879098850328,0.0924410223960876,0.0924410223960876,31404800.0,0.0,0.0
548786,1981-04-03,AAPL,0.0928791016340255,0.0933171839507603,0.0928791016340255,0.0928791016340255,16486400.0,0.0,0.0
548877,1981-04-06,AAPL,0.0915640713624763,0.0915640713624763,0.0911259949207305,0.0911259949207305,22803200.0,0.0,0.0
549654,1981-04-07,AAPL,0.0906879054011018,0.0906879054011018,0.0902498289942741,0.0902498289942741,10684800.0,0.0,0.0
549984,1981-04-08,AAPL,0.0946314111351966,0.0955075698446116,0.0946314111351966,0.0946314111351966,21952000.0,0.0,0.0
550602,1981-04-09,AAPL,0.0963837131857872,0.0968217953953252,0.0963837131857872,0.0963837131857872,12499200.0,0.0,0.0
551145,1981-04-10,AAPL,0.0976979732513427,0.0981360496979971,0.0976979732513427,0.0976979732513427,33465600.0,0.0,0.0
551624,1981-04-13,AAPL,0.0976979732513427,0.0981360496979971,0.0976979732513427,0.0976979732513427,16060800.0,0.0,0.0
552004,1981-04-14,AAPL,0.0976979732513427,0.0981360496979971,0.0976979732513427,0.0976979732513427,6652800.0,0.0,0.0
552644,1981-04-15,AAPL,0.0933171839507603,0.0933171839507603,0.0928791016340255,0.0928791016340255,34048000.0,0.0,0.0
553115,1981-04-16,AAPL,0.0880594150006194,0.0880594150006194,0.0876213386654853,0.0876213386654853,23878400.0,0.0,0.0
553593,1981-04-20,AAPL,0.0902498289942741,0.0906879054011018,0.0902498289942741,0.0902498289942741,35347200.0,0.0,0.0
553952,1981-04-21,AAPL,0.0963837131857872,0.0968217953953252,0.0963837131857872,0.0963837131857872,28537600.0,0.0,0.0
554377,1981-04-22,AAPL,0.0998883694410324,0.1003264517469527,0.0998883694410324,0.0998883694410324,18995200.0,0.0,0.0
555255,1981-04-23,AAPL,0.1025168672204017,0.1029549496431588,0.1025168672204017,0.1025168672204017,58016000.0,0.0,0.0
555355,1981-04-24,AAPL,0.1025168317861493,0.1025168317861493,0.1016406789422035,0.1016406789422035,35056000.0,0.0,0.0
556136,1981-04-27,AAPL,0.1012025803151226,0.1012025803151226,0.1007644981145858,0.1007644981145858,38528000.0,0.0,0.0
556324,1981-04-28,AAPL,0.0994502932982256,0.0994502932982256,0.0990122109651565,0.0990122109651565,32188800.0,0.0,0.0
557230,1981-04-29,AAPL,0.0981360496979971,0.0981360496979971,0.0976979732513427,0.0976979732513427,13641600.0,0.0,0.0
557430,1981-04-30,AAPL,0.0994503274559974,0.1003264924230681,0.0994503274559974,0.0994503274559974,12611200.0,0.0,0.0
557888,1981-05-01,AAPL,0.0994503274559974,0.1003264924230681,0.0994503274559974,0.0994503274559974,16553600.0,0.0,0.0
558419,1981-05-04,AAPL,0.0994502932982256,0.0994502932982256,0.0990122109651565,0.0990122109651565,14448000.0,0.0,0.0
558839,1981-05-05,AAPL,0.0990122247743974,0.0990122247743974,0.0985741540789604,0.0985741540789604,17539200.0,0.0,0.0
559652,1981-05-06,AAPL,0.0963837477178798,0.0963837477178798,0.0959456712007522,0.0959456712007522,18950400.0,0.0,0.0
560079,1981-05-07,AAPL,0.0972598865628242,0.097697968839058,0.0972598865628242,0.0972598865628242,9363200.0,0.0,0.0
560474,1981-05-08,AAPL,0.0981360301375389,0.0985741123462391,0.0981360301375389,0.0981360301375389,7907200.0,0.0,0.0
560853,1981-05-11,AAPL,0.0963837477178798,0.0963837477178798,0.0959456712007522,0.0959456712007522,11939200.0,0.0,0.0
561346,1981-05-12,AAPL,0.0959456712007522,0.0972599066015003,0.0959456712007522,0.0959456712007522,4256000.0,0.0,0.0
562158,1981-05-13,AAPL,0.0959456444046353,0.0968218030435584,0.0955075621604919,0.0955075621604919,4905600.0,0.0,0.0
562528,1981-05-14,AAPL,0.0950695131402064,0.0950695131402064,0.0941933542490005,0.0941933542490005,4928000.0,0.0,0.0
563140,1981-05-15,AAPL,0.0963837131857872,0.097697953965038,0.0963837131857872,0.0963837131857872,4905600.0,0.0,0.0
563487,1981-05-18,AAPL,0.0981360301375389,0.0990121828562129,0.0981360301375389,0.0981360301375389,4166400.0,0.0,0.0
564080,1981-05-19,AAPL,0.0968217953953252,0.0968217953953252,0.0963837131857872,0.0963837131857872,25424000.0,0.0,0.0
564390,1981-05-20,AAPL,0.0994503274559974,0.1003264924230681,0.0994503274559974,0.0994503274559974,13283200.0,0.0,0.0
565118,1981-05-21,AAPL,0.1051461175084114,0.1055841998629857,0.1051461175084114,0.1051461175084114,32211200.0,0.0,0.0
565691,1981-05-22,AAPL,0.109964944422245,0.1108411087816903,0.109964944422245,0.109964944422245,31427200.0,0.0,0.0
565887,1981-05-26,AAPL,0.1099649805125617,0.1099649805125617,0.1095269098877906,0.1095269098877906,85344000.0,0.0,0.0
566693,1981-05-27,AAPL,0.115659974515438,0.1160980566832408,0.115659974515438,0.115659974515438,149497600.0,0.0,0.0
567011,1981-05-28,AAPL,0.115659974515438,0.1160980566832408,0.115659974515438,0.115659974515438,73987200.0,0.0,0.0
567434,1981-05-29,AAPL,0.1160981133580207,0.1165369795546594,0.1160981133580207,0.1160981133580207,59382400.0,0.0,0.0
568005,1981-06-01,AAPL,0.1160981133580207,0.1165369795546594,0.1160981133580207,0.1160981133580207,51251200.0,0.0,0.0
568540,1981-06-02,AAPL,0.1108411507091007,0.1108411507091007,0.1104030683636665,0.1104030683636665,40432000.0,0.0,0.0
568928,1981-06-03,AAPL,0.1104030683636665,0.1112792213558048,0.1104030683636665,0.1104030683636665,39446400.0,0.0,0.0
569282,1981-06-04,AAPL,0.1125934645533561,0.1130315351851247,0.1125934645533561,0.1125934645533561,56067200.0,0.0,0.0
570167,1981-06-05,AAPL,0.111279225716054,0.111279225716054,0.110841155052185,0.110841155052185,57680000.0,0.0,0.0
570435,1981-06-08,AAPL,0.1073365018493629,0.1073365018493629,0.1068984195590019,0.1068984195590019,93497600.0,0.0,0.0
571240,1981-06-09,AAPL,0.1090888082981109,0.1095268905442417,0.1090888082981109,0.1090888082981109,119593600.0,0.0,0.0
571386,1981-06-10,AAPL,0.1104030683636665,0.1117173037012391,0.1104030683636665,0.1104030683636665,25222400.0,0.0,0.0
572049,1981-06-11,AAPL,0.1152219325304031,0.1156600148509837,0.1152219325304031,0.1152219325304031,38976000.0,0.0,0.0
572457,1981-06-12,AAPL,0.1143457696485092,0.1143457696485092,0.1139076873660087,0.1139076873660087,25804800.0,0.0,0.0
573262,1981-06-15,AAPL,0.1139076530255971,0.1139076530255971,0.1134695708751678,0.1134695708751678,143763200.0,0.0,0.0
573305,1981-06-16,AAPL,0.1117173092065649,0.1117173092065649,0.1112792268395424,0.1112792268395423,37251200.0,0.0,0.0
574128,1981-06-17,AAPL,0.1099649805125617,0.1099649805125617,0.1095269098877906,0.1095269098877906,27574400.0,0.0,0.0
574577,1981-06-18,AAPL,0.1095268905442417,0.1099649610916451,0.1090888082981109,0.1090888082981109,23049600.0,0.0,0.0
575004,1981-06-19,AAPL,0.1064603241702798,0.1064603241702798,0.1060222536325454,0.1060222536325454,27507200.0,0.0,0.0
575304,1981-06-22,AAPL,0.1025167988095135,0.1025167988095135,0.102078728377819,0.102078728377819,10841600.0,0.0,0.0
576222,1981-06-23,AAPL,0.1038310751318931,0.1047080117613296,0.1038310751318931,0.1038310751318931,15030400.0,0.0,0.0
576364,1981-06-24,AAPL,0.1020787793033696,0.1020787793033696,0.1012026146054267,0.1012026146054267,23027200.0,0.0,0.0
576834,1981-06-25,AAPL,0.1033930033445358,0.1038310856455987,0.1033930033445358,0.1033930033445358,24259200.0,0.0,0.0
577507,1981-06-26,AAPL,0.1029548809399323,0.1029548809399323,0.102078728377819,0.102078728377819,23788800.0,0.0,0.0
578163,1981-06-29,AAPL,0.0994503071685658,0.0994503071685658,0.0985741540789604,0.0985741540789604,10595200.0,0.0,0.0
578391,1981-06-30,AAPL,0.0915640713624763,0.0915640713624763,0.0911259949207305,0.0911259949207305,35907200.0,0.0,0.0
578835,1981-07-01,AAPL,0.0906879054011018,0.0906879054011018,0.0902498289942741,0.0902498289942741,170464000.0,0.0,0.0
579608,1981-07-02,AAPL,0.0902498289942741,0.0906879054011018,0.0902498289942741,0.0902498289942741,30284800.0,0.0,0.0
580123,1981-07-06,AAPL,0.0880594480786145,0.0880594480786145,0.0871832892298698,0.0871832892298698,16531200.0,0.0,0.0
580406,1981-07-07,AAPL,0.0880594253540039,0.0889355839766471,0.0880594253540039,0.0880594253540039,15836800.0,0.0,0.0
580928,1981-07-08,AAPL,0.0915640592575073,0.0920029253054167,0.0915640592575073,0.0915640592575073,16620800.0,0.0,0.0
581526,1981-07-09,AAPL,0.084992897766604,0.084992897766604,0.0845548212528228,0.0845548212528228,32883200.0,0.0,0.0
582167,1981-07-10,AAPL,0.0784208819737381,0.0784208819737381,0.0779828056693077,0.0779828056693077,55171200.0,0.0,0.0
582330,1981-07-13,AAPL,0.0797359496355056,0.0801740320268397,0.0797359496355056,0.0797359496355056,45740800.0,0.0,0.0
582882,1981-07-14,AAPL,0.0832405835390091,0.0841167424530527,0.0832405835390091,0.0832405835390091,19779200.0,0.0,0.0
583463,1981-07-15,AAPL,0.0854309797286987,0.0858690562404233,0.0854309797286987,0.0854309797286987,10953600.0,0.0,0.0
584081,1981-07-16,AAPL,0.0876213386654853,0.0884974971851163,0.0876213386654853,0.0876213386654853,15232000.0,0.0,0.0
584742,1981-07-17,AAPL,0.0906879678368568,0.0911260503946541,0.0906879678368568,0.0906879678368568,19824000.0,0.0,0.0
585229,1981-07-20,AAPL,0.084992897766604,0.084992897766604,0.0845548212528228,0.0845548212528228,23654400.0,0.0,0.0
585739,1981-07-21,AAPL,0.0845547944367738,0.0845547944367738,0.0841167122125625,0.0841167122125625,31942400.0,0.0,0.0
585977,1981-07-22,AAPL,0.0801739764719633,0.0801739764719633,0.0792970284819603,0.0792970284819603,22668800.0,0.0,0.0
586380,1981-07-23,AAPL,0.0814882144331932,0.0819262965392278,0.0814882144331932,0.0814882144331932,34451200.0,0.0,0.0
587300,1981-07-24,AAPL,0.0841167122125625,0.0845547944367738,0.0841167122125625,0.0841167122125625,28851200.0,0.0,0.0
587603,1981-07-27,AAPL,0.0876213386654853,0.0880594150006194,0.0876213386654853,0.0876213386654853,17337600.0,0.0,0.0
588068,1981-07-28,AAPL,0.084992897766604,0.084992897766604,0.0845548212528228,0.0845548212528228,22848000.0,0.0,0.0
588580,1981-07-29,AAPL,0.0836786659207136,0.0836786659207136,0.0832405835390091,0.0832405835390091,15500800.0,0.0,0.0
589037,1981-07-30,AAPL,0.0863071233034133,0.0871832820803077,0.0863071233034133,0.0863071233034133,9900800.0,0.0,0.0
589833,1981-07-31,AAPL,0.0876213386654853,0.0880594150006194,0.0876213386654853,0.0876213386654853,10953600.0,0.0,0.0
589974,1981-08-03,AAPL,0.0876213688130193,0.0876213688130193,0.0867452099919319,0.0867452099919319,12432000.0,0.0,0.0
590845,1981-08-04,AAPL,0.0880594253540039,0.0884975075900073,0.0880594253540039,0.0880594253540039,31673600.0,0.0,0.0
591022,1981-08-05,AAPL,0.0906879678368568,0.0911260503946541,0.0906879678368568,0.0906879678368568,17494400.0,0.0,0.0
591669,1981-08-06,AAPL,0.0889356034261271,0.0889356034261271,0.0884975269436836,0.0884975269436836,10528000.0,0.0,0.0
592295,1981-08-07,AAPL,0.0884975269436836,0.0889356034261271,0.0884975269436836,0.0884975269436836,9206400.0,0.0,0.0
592888,1981-08-10,AAPL,0.0884975269436836,0.0884975269436836,0.0884975269436836,0.0884975269436836,0.0,0.0,0.0
593329,1981-08-11,AAPL,0.0867451952874616,0.0867451952874616,0.0858690366148948,0.0858690366148948,71456000.0,0.0,0.0
593442,1981-08-12,AAPL,0.0845547944367738,0.0845547944367738,0.0841167122125625,0.0841167122125625,26275200.0,0.0,0.0
594083,1981-08-13,AAPL,0.0819262965392278,0.0819262965392278,0.0814882144331932,0.0814882144331932,27484800.0,0.0,0.0
594686,1981-08-14,AAPL,0.0810501727082807,0.0810501727082807,0.0801740139722824,0.0801740139722824,24192000.0,0.0,0.0
595421,1981-08-17,AAPL,0.0784209301311156,0.0784209301311156,0.0775447711348533,0.0775447711348533,18905600.0,0.0,0.0
595800,1981-08-18,AAPL,0.0766686131913952,0.0766686131913952,0.0757924541831016,0.0757924541831016,17001600.0,0.0,0.0
596242,1981-08-19,AAPL,0.0757924094954475,0.0757924094954475,0.0749162510037422,0.0749162510037422,20675200.0,0.0,0.0
596721,1981-08-20,AAPL,0.0757924541831016,0.0762305366119315,0.0757924541831016,0.0757924541831016,17113600.0,0.0,0.0
597129,1981-08-21,AAPL,0.071411639673778,0.071411639673778,0.0705354809761047,0.0705354809761047,41910400.0,0.0,0.0
597942,1981-08-24,AAPL,0.0665919886153194,0.0665919886153194,0.0661539062857627,0.0661539062857627,23072000.0,0.0,0.0
598425,1981-08-25,AAPL,0.0679070428013801,0.0683451194701503,0.0679070428013801,0.0679070428013801,40700800.0,0.0,0.0
598907,1981-08-26,AAPL,0.0670300469843655,0.0670300469843655,0.0665919706225395,0.0665919706225395,33600000.0,0.0,0.0
599007,1981-08-27,AAPL,0.0670300722122192,0.0674689384032583,0.0670300722122192,0.0670300722122192,25916800.0,0.0,0.0
599614,1981-08-28,AAPL,0.0705354809761047,0.0709735574002593,0.0705354809761047,0.0705354809761047,38035200.0,0.0,0.0
600480,1981-08-31,AAPL,0.0705354809761047,0.0709735574002593,0.0705354809761047,0.0705354809761047,40947200.0,0.0,0.0
600829,1981-09-01,AAPL,0.0749162510037422,0.0753543331742762,0.0749162510037422,0.0749162510037422,37027200.0,0.0,0.0
601457,1981-09-02,AAPL,0.0762305110692977,0.0766685875019748,0.0762305110692977,0.0762305110692977,19376000.0,0.0,0.0
601575,1981-09-03,AAPL,0.0731639641610379,0.0731639641610379,0.072287805378437,0.072287805378437,37475200.0,0.0,0.0
602202,1981-09-04,AAPL,0.0718496858896291,0.0718496858896291,0.0714116096496582,0.0714116096496582,15254400.0,0.0,0.0
602764,1981-09-08,AAPL,0.0696593255564247,0.0696593255564247,0.0692212432622909,0.0692212432622909,25446400.0,0.0,0.0
603505,1981-09-09,AAPL,0.0692212432622909,0.0696593255564247,0.0692212432622909,0.0692212432622909,30531200.0,0.0,0.0
604019,1981-09-10,AAPL,0.0696593299508094,0.0700974064232144,0.0696593299508094,0.0696593299508094,34809600.0,0.0,0.0
604106,1981-09-11,AAPL,0.0692212254552669,0.0692212254552669,0.0687831491231918,0.0687831491231918,17539200.0,0.0,0.0
604639,1981-09-14,AAPL,0.0670300469843655,0.0670300469843655,0.0665919706225395,0.0665919706225395,27686400.0,0.0,0.0
605182,1981-09-15,AAPL,0.0652777450357644,0.0652777450357644,0.064839668571949,0.064839668571949,19510400.0,0.0,0.0
605666,1981-09-16,AAPL,0.0639634906887159,0.0639634906887159,0.0635254085063934,0.0635254085063934,19353600.0,0.0,0.0
606448,1981-09-17,AAPL,0.0622111887443603,0.0622111887443603,0.0617731064558029,0.0617731064558029,19376000.0,0.0,0.0
606711,1981-09-18,AAPL,0.0622111819684505,0.0626492583599293,0.0622111819684505,0.0622111819684505,26320000.0,0.0,0.0
607504,1981-09-21,AAPL,0.0626492723822593,0.0630873547211545,0.0626492723822593,0.0626492723822593,49033600.0,0.0,0.0
607642,1981-09-22,AAPL,0.0595827149354059,0.0595827149354059,0.0591446384787559,0.0591446384787559,47420800.0,0.0,0.0
608135,1981-09-23,AAPL,0.0587065557967041,0.0587065557967041,0.0578303970396518,0.0578303970396518,28201600.0,0.0,0.0
609021,1981-09-24,AAPL,0.0578303942343068,0.0578303942343068,0.0573923178017139,0.0573923178017139,18300800.0,0.0,0.0
609470,1981-09-25,AAPL,0.0508203434829922,0.0508203434829922,0.0499441847205162,0.0499441847205162,34608000.0,0.0,0.0
609753,1981-09-28,AAPL,0.0503822490572929,0.0508203312578297,0.0503822490572929,0.0503822490572929,91728000.0,0.0,0.0
610237,1981-09-29,AAPL,0.0530107542872428,0.0534488367321868,0.0530107542872428,0.0530107542872428,94684800.0,0.0,0.0
611141,1981-09-30,AAPL,0.0534488186240196,0.0538868950711792,0.0534488186240196,0.0534488186240196,49996800.0,0.0,0.0
611228,1981-10-01,AAPL,0.0534488186240196,0.0538868950711792,0.0534488186240196,0.0534488186240196,61129600.0,0.0,0.0
611750,1981-10-02,AAPL,0.0578303970396518,0.0582684793428602,0.0578303970396518,0.0578303970396518,45046400.0,0.0,0.0
612557,1981-10-05,AAPL,0.0595827139914035,0.0604588727401865,0.0595827139914035,0.0595827139914035,43097600.0,0.0,0.0
612979,1981-10-06,AAPL,0.0595827149354059,0.0595827149354059,0.0591446384787559,0.0591446384787559,28358400.0,0.0,0.0
613220,1981-10-07,AAPL,0.0626492723822593,0.0635254312106848,0.0626492723822593,0.0626492723822593,38841600.0,0.0,0.0
614137,1981-10-08,AAPL,0.064839668571949,0.0652777450357644,0.064839668571949,0.064839668571949,31091200.0,0.0,0.0
614647,1981-10-09,AAPL,0.0652777552604675,0.066153914174699,0.0652777552604675,0.0652777552604675,54521600.0,0.0,0.0
614778,1981-10-12,AAPL,0.0674689412117004,0.0679070236060045,0.0674689412117004,0.0674689412117004,27350400.0,0.0,0.0
615239,1981-10-13,AAPL,0.0674689412117004,0.068345100150943,0.0674689412117004,0.0674689412117004,44195200.0,0.0,0.0
615925,1981-10-14,AAPL,0.0639634906887159,0.0639634906887159,0.0635254085063934,0.0635254085063934,30979200.0,0.0,0.0
616716,1981-10-15,AAPL,0.064839668571949,0.0652777450357644,0.064839668571949,0.064839668571949,29433600.0,0.0,0.0
617037,1981-10-16,AAPL,0.0644015715587338,0.0644015715587338,0.0639634951949119,0.0639634951949119,36467200.0,0.0,0.0
617390,1981-10-19,AAPL,0.0652777552604675,0.065715837642266,0.0652777552604675,0.0652777552604675,20585600.0,0.0,0.0
